id_recensione,nome_vino,cantina,regione,denominazione,vitigno,annata,punteggio,fascia_punteggio,prezzo_usd,fascia_prezzo_usd,recensore,nota_degustazione,punti_per_dollaro
71,Monte Schiavo 2010 Sassaiolo  (Rosso Piceno),Monte Schiavo,Italia centrale,Rosso Piceno,Red Blend,2010,86,80-86 Buono,15.0,2. Da 15 a 24,Kerin O'Keefe,"This 50-50 blend of Montepulciano and Sangiovese opens with earthy aromas of tilled soil and blue flower, accented by ripe red berries. The palate is one dimensional with juicy black cherry, raspberry and a hint of cinnamon-spice. Simple, but well made and ver",5.73
72,Monte Schiavo 2010 Riserva Le Giuncare  (Verdicchio dei Castelli di Jesi Classico),Monte Schiavo,Italia centrale,Verdicchio dei Castelli di Jesi Classico,Verdicchio,2010,87,87-89 Molto buono,30.0,3. Da 25 a 39,Kerin O'Keefe,"This wine opens with sensations of yellow spring flowers and a whiff of citrus. The linear palate offers lemon zest and tart apple flavors, framed by racy acidity. Siena Imports, L'Amore di Vino.",2.9
73,Moretti Omero 2005  Montefalco Sagrantino,Moretti Omero,Italia centrale,Montefalco Sagrantino,Sagrantino,2005,91,90-94 Ottimo,45.0,4. Da 40 a 74,Non indicato,"What a rare and beautiful expression of Sagrantino. This delivers unusual tones of cola, eucalyptus, dried ginger, wild berry and exotic spice. The characteristic firm tannins and structure of Sagrantino appear fine and textured.",2.02
74,Morini 2015 Morale Sangiovese (Romagna),Morini,Italia centrale,Romagna,Sangiovese,2015,87,87-89 Molto buono,13.0,1. Sotto 15,Kerin O'Keefe,"This easygoing red opens with aromas of black-skinned berry, baking spice and a whiff of violet. The bright shows black plum, cinnamon and a touch of white pepper alongside smooth tannins. Enjoy soon.",6.69
75,Muròla 2012  Verdicchio di Matelica,Muròla,Italia centrale,Verdicchio di Matelica,Verdicchio,2012,91,90-94 Ottimo,18.0,2. Da 15 a 24,Kerin O'Keefe,"This greets the taster with a heady aromas of yellow spring flowers, as well as whiffs of tropical fruit. The palate delivers intense peach, apricot and citrus flavors accented by notes of mineral and brine.",5.06
76,Muròla 2012 Pecorino (Terre di Chieti),Muròla,Italia centrale,Terre di Chieti,Pecorino,2012,87,87-89 Molto buono,14.0,1. Sotto 15,Kerin O'Keefe,"This lovely wine offers a bouquet of jasmine and acacia flowers that are typical of the Pecorino grape. The fresh palate offers juicy apricot, pear and nutty flavors accompanied by crisp, clean acidity.",6.21
77,Oriel 2005 Palio  (Montepulciano d'Abruzzo),Oriel,Italia centrale,Montepulciano d'Abruzzo,Montepulciano,2005,85,80-86 Buono,17.0,2. Da 15 a 24,Non indicato,"Spice notes take center stage and are enhanced by deep tones of blackberries, cherries, black chocolate and espresso. This Montepulciano, made by celebrated enologist Stefano Chioccioli, is a bit raw and thorny in the mouth and has sour tannins.",5.0
78,Perticaia 2009 Riserva  (Montefalco Rosso),Perticaia,Italia centrale,Montefalco Rosso,Red Blend,2009,89,87-89 Molto buono,35.0,3. Da 25 a 39,Non indicato,"Here's a pretty blend of Sangiovese (70%), Sagrantino and Colorino that is noticeable because of the smooth and seamless manner in which these three grapes interact. Bold cherry fruit, blackberry and spice make up the bouquet that is followed by a slightly gri",2.54
79,Perticaia 2011  Montefalco Rosso,Perticaia,Italia centrale,Montefalco Rosso,Red Blend,2011,92,90-94 Ottimo,25.0,3. Da 25 a 39,Kerin O'Keefe,"Vibrant and savory, this blend of 70% Sangiovese, 15% Sagrantino and 15% Colorino boasts juicy black cherry, blackberry and raspberry flavors, while notes of white pepper and cinnamon add depth. It's balanced and delicious with fine-grained tannins. Enjoy thro",3.68
80,Perticaia 2012 White (Umbria),Perticaia,Italia centrale,Umbria,White Blend,2012,87,87-89 Molto buono,15.0,2. Da 15 a 24,Kerin O'Keefe,"This blend of Grechetto and Trebbiano Spoletino opens with a fragrance of tropical fruit and cantaloupe. The fresh but creamy palate offers rich flavors of green melon, pineapple and green apple, brightened by citrus notes and refreshing acidity.",5.8
81,Podere La Berta 2015 Sangiovese (Romagna),Podere La Berta,Italia centrale,Romagna,Sangiovese,2015,87,87-89 Molto buono,15.0,2. Da 15 a 24,Kerin O'Keefe,"This opens with subdued aromas of black-skinned berry and a whiff of baking spice. The straightforward palate delivers black plum, clove and leather alongside round tannins. Enjoy soon.",5.8
82,Poderi dal Nespoli 1929 2010 Il Nespoli Riserva  (Sangiovese di Romagna Superiore),Poderi dal Nespoli 1929,Italia centrale,Sangiovese di Romagna Superiore,Sangiovese,2010,87,87-89 Molto buono,25.0,3. Da 25 a 39,Non indicato,"Dark fruit and astringent tannins make for a bold and hearty first impression. This Sangiovese Riserva opens with a dark inky color and delivers aromas of prune, plum, cola, tar and old spice. Pair it with aged Pecorino cheese.",3.48
83,Principe Pallavicini 2014 Poggio Verde  (Frascati Superiore),Principe Pallavicini,Italia centrale,Frascati Superiore,White Blend,2014,87,87-89 Molto buono,17.0,2. Da 15 a 24,Kerin O'Keefe,"This lively white features aromas of tropical fruit, citrus and white flower.s The bright, round palate doles out fresh peach, juicy pineapple and crisp apple alongside zesty acidity.",5.12
84,Principe Pallavicini 2014  Frascati,Principe Pallavicini,Italia centrale,Frascati,White Blend,2014,85,80-86 Buono,12.0,1. Sotto 15,Kerin O'Keefe,"Intense floral aromas of acacia flower and jasmine lead the nose on this informal wine. The palate is rather lean, but offers notes of citrus zest and green pear alongside brisk acidity.",7.08
85,Scacciadiavoli 2006 Passito  (Sagrantino di Montefalco),Scacciadiavoli,Italia centrale,Sagrantino di Montefalco,Sagrantino,2006,88,87-89 Molto buono,50.0,4. Da 40 a 74,Kerin O'Keefe,"This dessert wine opens with earthy aromas of underbrush and tobacco, with whiffs of chocolate and oak. The palate offers up dense black cherry, blueberry and licorice, along with smooth tannins.",1.76
86,Scacciadiavoli 2010  Montefalco Rosso,Scacciadiavoli,Italia centrale,Montefalco Rosso,Red Blend,2010,89,87-89 Molto buono,20.0,2. Da 15 a 24,Kerin O'Keefe,"This blend of Sangiovese, Merlot and Sagrantino is redolent with aromas of ripe black fruit and blue flower, with a whiff of leather. The palate delivers a savory wild cherry flavor, punctuated with white pepper, cinnamon and clove spice. Bracing yet fine tann",4.45
87,Scambia 2012 Freschetto  (Orvieto),Scambia,Italia centrale,Orvieto,White Blend,2012,87,87-89 Molto buono,15.0,2. Da 15 a 24,Kerin O'Keefe,"Pretty aromas recall Golden Delicious apples and white peach. The bright palate delivers apricot, pear and lemon zest accented with a ginger note, while crisp acidity leaves the mouth feeling clean and refreshed.",5.8
88,Stefano Berti 2010 Ravaldo  (Sangiovese di Romagna Superiore),Stefano Berti,Italia centrale,Sangiovese di Romagna Superiore,Sangiovese,2010,84,80-86 Buono,20.0,2. Da 15 a 24,Non indicato,Ravaldo is sour and bitter wine that needs to be paired with cheesy lasagna with thick Béchamel sauce to find balance. You'll sense bright berry and cranberry with a sharp and edgy mouthfeel.,4.2
89,Tabarrini 2008 Colle alle Macchie  (Sagrantino di Montefalco),Tabarrini,Italia centrale,Sagrantino di Montefalco,Sagrantino,2008,90,90-94 Ottimo,77.0,5. 75 e oltre,Kerin O'Keefe,"This opens with aromas of prune, fig, raisin and espresso. The palate offers ripe blackberry, cherry, and black pepper layered with intense mint, thyme and licorice sensations. It's young but well balanced, with just enough freshness to support the bracing tan",1.17
90,Tabarrini 2009  Montefalco Rosso,Tabarrini,Italia centrale,Montefalco Rosso,Red Blend,2009,88,87-89 Molto buono,29.0,3. Da 25 a 39,Non indicato,"This Rosso represents a blend of Sangiovese (60%) with equal parts Sagrantino and Barbera. The wine offers meats and chewy cherry flavors with accents of spice and leather followed by a rich, velvety texture.",3.03
91,Tabarrini 2011 Bocca di Rosa Sagrantino (Umbria),Tabarrini,Italia centrale,Umbria,Sagrantino,2011,84,80-86 Buono,21.0,2. Da 15 a 24,Non indicato,"This is a strange rosato made with the Sagrantino grape that shows the natural astringency of this native grape from Umbria and follows with heavy aromas of ripe citrus fruit, pineapple and even a savory touch of old spice. It also shows a touch of sweetness o",4.0
92,Talamonti 2008 Tre Saggi  (Montepulciano d'Abruzzo),Talamonti,Italia centrale,Montepulciano d'Abruzzo,Montepulciano,2008,90,90-94 Ottimo,20.0,2. Da 15 a 24,Non indicato,"Tre Saggi, or three wise men, is a terrific wine at a realistic price. This luscious vintage shows bright fruit nuances of black cherry and currant backed by soft, oak-inspired aromas of spice, leather and tobacco.",4.5
93,Talamonti 2009 Kudos Red (Colline Pescaresi),Talamonti,Italia centrale,Colline Pescaresi,Red Blend,2009,90,90-94 Ottimo,25.0,3. Da 25 a 39,Non indicato,"Kudos is an oak-driven blend of Montepulciano and Merlot that delivers lush richness and modern tones of black fruit, chocolate, cinnamon spice and clove. The close is soft, long and velvety.",3.6
94,Talamonti 2011 Tre Saggi  (Montepulciano d'Abruzzo),Talamonti,Italia centrale,Montepulciano d'Abruzzo,Montepulciano,2011,90,90-94 Ottimo,20.0,2. Da 15 a 24,Non indicato,"Tre Saggi (""three wise men"") is a plush and rich, oak-driven Montepulciano designed by an Italian winemaker who is an absolute expert on barrel aging and oak toast. Dark chocolate, spice, clove and blackberry are presented in an incredibly soft and integrated ",4.5
95,Tenuta Casali 2013 Quartosole Sangiovese (Romagna),Tenuta Casali,Italia centrale,Romagna,Sangiovese,2013,87,87-89 Molto buono,29.0,3. Da 25 a 39,Kerin O'Keefe,"This straightforward red opens with aromas of leather, game and black-skinned fruit. The firm palate delivers prune, cedar and tobacco alongside assertive tannins that leave a rather grippy finish.",3.0
96,Tenuta Vitalonga 2009 Terra di Confine Red (Umbria),Tenuta Vitalonga,Italia centrale,Umbria,Red Blend,2009,88,87-89 Molto buono,29.0,3. Da 25 a 39,Non indicato,"omprised of mostly Montepulciano with 20% Merlot, this shows sweet tones of ripe cherry, blackberry, cinnamon and tobacco. It's simple and straightforward, with clean, velvety lines.",3.03
97,Tenuta Vitalonga 2014 Elcione  (Orvieto),Tenuta Vitalonga,Italia centrale,Orvieto,White Blend,2014,85,80-86 Buono,11.0,1. Sotto 15,Kerin O'Keefe,"Here's a bright, easygoing white that opens with a light peach scent. It's simple but well made, with delicate pear and apple flavors.",7.73
98,Tenuta dell'Ugolino 2015 Le Piaole  (Verdicchio dei Castelli di Jesi Classico),Tenuta dell'Ugolino,Italia centrale,Verdicchio dei Castelli di Jesi Classico,Verdicchio,2015,86,80-86 Buono,12.0,1. Sotto 15,Kerin O'Keefe,"This fresh white has delicate aromas of white spring flower and yellow stone fruit. The bright, easygoing palate offers yellow peach, bitter almond and a light saline note alongside bright acidity. It's simple but well made.",7.17
99,Tenuta di Tavignano 2012 Misco  (Verdicchio dei Castelli di Jesi Classico Superiore),Tenuta di Tavignano,Italia centrale,Verdicchio dei Castelli di Jesi Classico Superiore,Verdicchio,2012,89,87-89 Molto buono,18.0,2. Da 15 a 24,Kerin O'Keefe,"This lovely Verdicchio opens with an alluring fragrance of white spring flowers, Spanish broom and a whiff of sea breeze. The creamy palate delivers white peach, tropical fruit and lemon notes, all brightened by crisp acidity and mineral accents.",4.94
100,Tenute Lunelli 2009 Lampante Riserva  (Montefalco Rosso),Tenute Lunelli,Italia centrale,Montefalco Rosso,Red Blend,2009,89,87-89 Molto buono,23.0,2. Da 15 a 24,Kerin O'Keefe,"Blue flower, ripe berry and baking spice aromas unfold in the glass of this blend of Sangiovese, Sagrantino, Cabernet and Merlot. The juicy palate delivers black cherry, vanilla, cinnamon and espresso alongside bracing tannins.",3.87
101,Terre de Trinci 2001 Ugolino  (Sagrantino di Montefalco),Terre de Trinci,Italia centrale,Sagrantino di Montefalco,Sagrantino,2001,90,90-94 Ottimo,60.0,4. Da 40 a 74,Non indicato,"There's a solid oak presence here in the form of chocolate, espresso and spice as well as distinctive tones that recall barbecue sauce, hickory and smoke. You'll get chewy cherry and sweet blackberry flavors in the mouth as well as thick tannins on the close.",1.5
102,Trappolini 2010 Cenereto Red (Lazio),Trappolini,Italia centrale,Lazio,Red Blend,2010,85,80-86 Buono,14.0,1. Sotto 15,Non indicato,"Cenereto is a 50-50 blend of Sangiovese and Montepulciano that shows a thin, streamlined personality with bright accents of cherry and blackberry followed by tobacco and toasted espresso bean. The mouthfeel is flat and waxy.",6.07
103,Tre Monti 2009 Thea Riserva  (Sangiovese di Romagna Superiore),Tre Monti,Italia centrale,Sangiovese di Romagna Superiore,Sangiovese,2009,88,87-89 Molto buono,21.0,2. Da 15 a 24,Non indicato,"Thea Riserva opens with dark and austere notes of black licorice, tar, black cherry and crushed granite. There's a dusty quality to the close followed by a dry but fresh finish.",4.19
104,Umani Ronchi 2012 Villa Bianchi  (Verdicchio dei Castelli di Jesi Classico),Umani Ronchi,Italia centrale,Verdicchio dei Castelli di Jesi Classico,Verdicchio,2012,86,80-86 Buono,10.0,1. Sotto 15,Kerin O'Keefe,"Crisp and refreshing aromas suggest white wildflower and pear. The bright, easygoing palate delivers crunchy green apple, nectarine zest and a light almond note alongside vibrant acidity.",8.6
105,Umberto Cesari 2005 Tauleto Sangiovese (Rubicone),Umberto Cesari,Italia centrale,Rubicone,Sangiovese,2005,88,87-89 Molto buono,75.0,5. 75 e oltre,Non indicato,This is a boldly extracted and concentrated expression of Sangiovese (with 10% of the Bursona Longanesi grape) that delivers steady and bold oak aromas. The wood influences are almost too much but will surely integrate as the wine ages in the bottle. Beyond al,1.17
106,Valori 2007  Montepulciano d'Abruzzo,Valori,Italia centrale,Montepulciano d'Abruzzo,Montepulciano,2007,87,87-89 Molto buono,16.0,2. Da 15 a 24,Non indicato,"Earthy aromas of moist tobacco and forest floor open the nose of this darkly concentrated wine. It's dense and chewy, with a bright accent of sweet spice on the palate.",5.44
107,Villa Bizzarri 2012 Primo Cerchio  (Offida Pecorino),Villa Bizzarri,Italia centrale,Offida Pecorino,Pecorino,2012,89,87-89 Molto buono,14.0,1. Sotto 15,Kerin O'Keefe,"Here's a delicious Pecorino that opens with appealing if unusual aromas of tilled soil alongside more classic floral notes of Spanish broom and acacia. It boasts ripe white peach, juicy pineapple and lemon custard flavors, along with almond and mineral notes.",6.36
108,Villa Mora 2008 Riserva  (Montefalco Rosso),Villa Mora,Italia centrale,Montefalco Rosso,Red Blend,2008,89,87-89 Molto buono,23.0,2. Da 15 a 24,Kerin O'Keefe,"Violet, rose, mature black fruit, leather and baking spice aromas open this smooth, structured wine. The palate offers prune, dried cherry, nutmeg and mocha alongside assertive, drying tannins. Drink 2016-2023.",3.87
109,Villa di Corlo 2013 Frizzante Secco  (Lambrusco Grasparossa di Castelvetro),Villa di Corlo,Italia centrale,Lambrusco Grasparossa di Castelvetro,Lambrusco Grasparossa,2013,87,87-89 Molto buono,17.0,2. Da 15 a 24,Kerin O'Keefe,"Frothy and robust, this presents aromas of blue flower, ripe plum, fig and cassis that carry over to the palate, along with spicy blueberry. It's balanced with sharp acidity and hearty tannins.",5.12
110,Vino dei Fratelli 2008  Montepulciano d'Abruzzo,Vino dei Fratelli,Italia centrale,Montepulciano d'Abruzzo,Montepulciano,2008,84,80-86 Buono,12.0,1. Sotto 15,Non indicato,"This easy Montepulciano d'Abruzzo opens with ripe, jammy aromas of black cherry, blackberry pie and moist pipe tobacco. The wine is soft, slightly sweet and well structured on the close.",7.0
111,Agricole Vallone 2005 Riserva Vigna Flaminio Red (Puglia),Agricole Vallone,Italia meridionale,Puglia,Red Blend,2005,85,80-86 Buono,15.0,2. Da 15 a 24,Non indicato,"This Riserva blend of Negroamaro, Montepulciano and Malvasia Nera delivers very ripe and rich notes of strawberry jam and fruit preserves. The mouthfeel is polished and well-structured, but the wine exhibits a mature taste profile.",5.67
